min,CH5,CH14,CH15,CH40,CH42
0.280983,112.914,-0.0263977,-0.00305185,149.474,69.3642
0.281,113.158,-0.0265503,-0.00457773,149.474,69.3642
0.281017,113.341,-0.0262451,-0.00152597,149.474,69.3642
0.281033,113.433,-0.0268555,-0.00305185,149.474,69.3642
0.28105,113.555,-0.0256348,-0.00457773,149.474,69.3642
0.281067,113.707,-0.0242615,-0.00305185,149.474,69.3642
0.281083,113.799,-0.0239563,-0.00152597,149.474,69.3642
0.2811,113.89,-0.0219727,-0.00152597,149.474,69.3642
0.281117,113.982,-0.0213623,-0.00152597,149.474,69.3642
0.281133,114.104,-0.0216675,-9.31E-08,149.474,69.3642
0.28115,114.135,-0.0216675,-0.00457773,149.474,69.3642
0.281167,114.226,-0.0219727,-0.00152597,149.474,69.3642
0.281183,114.287,-0.0215149,-0.00152597,149.474,69.3642
0.2812,114.318,-0.0218201,-0.00152597,149.474,69.3642
0.281217,114.409,-0.0212097,-9.31E-08,149.474,69.3642
0.281233,114.44,-0.0192261,-9.31E-08,149.474,69.3642
0.28125,114.47,-0.0189209,-0.00457773,149.474,69.3642
0.281267,114.44,-0.0186157,-0.00305185,149.474,69.3642
0.281283,114.47,-0.0169373,-0.00152597,149.474,69.3642
0.2813,114.47,-0.0161743,-0.00152597,149.474,69.3642
0.281317,114.47,-0.0141907,-0.00152597,149.474,69.3642
0.281333,114.44,-0.0125122,-0.00152597,149.474,69.3642
0.28135,114.379,-0.0120544,-0.00457773,149.474,69.3642
0.281367,114.348,-0.0119019,-0.00305185,149.474,69.3642
0.281383,114.318,-0.0115967,-0.00305185,149.474,69.3642
0.2814,114.257,-0.0120544,-0.00152597,149.474,69.3642
0.281417,114.165,-0.0120544,-0.00152597,149.474,69.3642
0.281433,114.073,-0.0119019,-0.00457773,149.474,69.3642
0.28145,114.012,-0.0119019,-0.00457773,149.474,69.3642
0.281467,113.921,-0.0120544,-0.00152597,149.474,69.3642
0.281483,113.799,-0.0119019,-0.00305185,149.474,69.3642
0.2815,113.677,-0.00976562,-0.00152597,149.474,69.3642
0.281517,113.555,-0.00823975,0.00152579,149.474,69.3642
0.281533,113.433,-0.0062561,-0.00152597,149.474,69.3642
0.28155,113.402,-0.00457764,-0.00305185,149.474,69.3642
0.281567,113.188,-0.00244141,-0.00152597,149.474,69.3642
0.281583,113.127,-0.00228882,-0.00152597,149.474,69.3642
0.2816,112.883,-0.00198364,-0.00152597,149.474,69.3642
0.281617,112.883,-0.00198364,-0.00305185,149.474,69.3642
0.281633,112.578,-0.00244141,-0.00457773,149.474,69.3642
0.28165,112.548,-0.00183105,-9.31E-08,149.474,69.3642
0.281667,112.303,-0.000305176,0.00152579,149.474,69.3642
0.281683,112.212,0.000152588,-0.00152597,149.474,69.3642
0.2817,112.029,0,-0.00152597,149.474,69.3642
0.281717,111.846,0.000305176,-0.00457773,149.474,69.3642
0.281733,111.693,0.000305176,-0.00610361,149.474,69.3642
0.28175,111.571,0.000610352,-9.31E-08,149.474,69.3642
0.281767,111.388,0.00106812,-0.00305185,149.474,69.3642
0.281783,111.235,0.00289917,-0.00305185,149.474,69.3642
0.2818,111.022,0.00259399,-0.00152597,149.474,69.3642
0.281817,110.869,0.00305176,-0.00152597,149.474,69.3642
0.281833,110.686,0.00274658,-0.00152597,149.474,69.3642
0.28185,110.594,0.00366211,-0.00152597,149.474,69.3642
0.281867,110.32,0.00534058,-0.00152597,149.474,69.3642
0.281883,110.198,0.00579834,-0.00305185,149.474,69.3642
0.2819,110.045,0.00747681,-0.00152597,149.474,69.3642
0.281917,109.893,0.00778198,-0.00152597,149.474,69.3642
0.281933,109.74,0.00595093,-9.31E-08,149.474,69.3642
0.28195,109.557,0.00442505,-9.31E-08,149.474,69.3642
0.281967,109.374,0.00335693,-0.00457773,149.474,69.3642
0.281983,109.191,0.000762939,-0.00305185,149.474,69.3642
0.282,109.038,-0.000457764,-0.00305185,149.474,69.3642
0.282017,108.824,-0.00183105,0.00152579,149.474,69.3642
0.282033,108.641,-0.0012207,-9.31E-08,149.474,69.3642
0.28205,108.489,0.000915527,-0.00152597,149.474,69.3642
0.282067,108.245,0.00534058,-0.00152597,149.474,69.3642
0.282083,108.153,0.0109863,-0.00152597,149.474,69.3642
0.2821,107.878,0.0190735,-0.00305185,149.474,69.3642
0.282117,107.787,0.0195312,-0.00152597,149.474,69.3642
0.282133,107.512,0.019989,-0.00305185,149.474,69.3642
0.28215,107.36,0.0195312,-0.00152597,149.474,69.3642
0.282167,107.146,0.116882,-0.00152597,149.474,69.3642
0.282183,107.024,0.171051,0.00305166,149.474,69.3642
0.2822,106.841,0.210114,-9.31E-08,149.474,69.3642
0.282217,106.627,0.253906,-0.00152597,149.474,69.3642
0.282233,106.383,0.305328,-9.31E-08,149.474,69.3642
0.28225,106.2,0.361938,-0.00152597,149.474,69.3642
0.282267,106.017,0.428162,-0.00152597,149.474,69.3642
0.282283,105.834,0.501862,-0.00152597,149.474,69.3642
0.2823,105.62,0.583344,0.00152579,149.474,69.3642
0.282317,105.315,0.671387,-0.00152597,149.474,69.3642
0.282333,105.162,0.764923,-0.00152597,149.474,69.3642
0.28235,105.01,0.862579,-0.00152597,149.474,69.3642
0.282367,104.766,0.965118,-0.00152597,149.474,69.3642
0.282383,104.552,1.07254,-0.00457773,149.474,69.3642
0.2824,104.308,1.18225,-0.00305185,149.474,69.3642
0.282417,104.064,1.23306,-0.00305185,149.474,69.3642
0.282433,103.881,1.25153,-9.31E-08,149.474,69.3642
0.28245,103.636,1.35345,-0.00152597,149.474,69.3642
0.282467,103.453,1.47064,-9.31E-08,149.474,69.3642
0.282483,103.179,1.58737,0.00152579,149.474,69.3642
0.2825,102.935,1.70151,-0.00152597,149.474,69.3642
0.282517,102.721,1.81091,-0.00152597,149.474,69.3642
0.282533,102.507,1.91437,-0.00152597,149.474,69.3642
0.28255,102.233,2.00851,-9.31E-08,149.474,69.3642
0.282567,102.019,2.09305,-0.00152597,149.474,69.3642
0.282583,101.897,2.16339,-9.31E-08,149.474,69.3642
0.2826,101.531,2.21024,-9.31E-08,149.474,69.3642
0.282617,101.317,2.21542,-0.00152597,149.474,69.3642
0.282633,101.134,2.21558,-0.00152597,149.474,69.3642
0.28265,100.859,2.21512,-0.00152597,149.474,69.3642
0.282667,100.676,2.15393,-0.00152597,149.474,69.3642
0.282683,100.463,2.05933,-0.00305185,149.474,69.3642
0.2827,100.28,1.94809,-0.00305185,149.474,69.3642
0.282717,100.035,1.81747,-0.00152597,149.474,69.3642
0.282733,99.8218,1.66534,-0.00305185,149.474,69.3642
0.28275,99.6082,1.59149,-0.00152597,149.474,69.3642
0.282767,99.425,1.58966,-0.00457773,149.474,69.3642
0.282783,99.2114,1.56464,-0.00152597,149.474,72.6392
0.2828,98.9673,1.40549,-0.00457773,149.474,72.6392
0.282817,98.7537,1.21414,-0.00457773,149.474,72.6392
0.282833,98.54,1.0112,-0.00305185,149.474,72.6392
0.28285,98.3875,0.801849,0.00152579,149.474,72.6392
0.282867,98.2959,0.591583,-0.00305185,149.474,72.6392
0.282883,98.0518,0.385895,-9.31E-08,149.474,72.6392
0.2829,97.8687,0.191193,-0.00457773,149.474,72.6392
0.282917,97.655,0.0119019,-0.00457773,149.474,72.6392
0.282933,97.4719,-0.149231,-0.00457773,149.474,72.6392
0.28295,97.2583,-0.289764,-0.00152597,149.474,72.6392
0.282967,97.1057,-0.410614,-0.00152597,149.474,72.6392
0.282983,96.9531,-0.510559,-0.00305185,149.474,72.6392
0.283,96.8311,-0.592651,-0.00305185,149.474,72.6392
0.283017,96.6479,-0.656128,0.00152579,149.474,72.6392
0.283033,96.4648,-0.704346,-0.00152597,149.474,72.6392
0.28305,96.3123,-0.739594,-0.00152597,149.474,72.6392
0.283067,96.1292,-0.762329,-9.31E-08,149.474,72.6392
0.283083,96.0071,-0.771942,-0.00305185,149.474,72.6392
0.2831,95.8545,-0.773468,0.00152579,149.474,72.6392
0.283117,95.6409,-0.765533,-0.00457773,149.474,72.6392
0.283133,95.5798,-0.752563,-0.00305185,149.474,72.6392
0.28315,95.3967,-0.7341,-0.00152597,149.474,72.6392
0.283167,95.2441,-0.714569,-0.00305185,149.474,72.6392
0.283183,95.061,-0.693207,-9.31E-08,149.474,72.6392
0.2832,94.9695,-0.670624,-0.00305185,149.474,72.6392
0.283217,94.7864,-0.647888,-0.00152597,149.474,72.6392
0.283233,94.6033,-0.62439,-0.00457773,149.474,72.6392
0.28325,94.4202,-0.602875,-0.00152597,149.474,72.6392
0.283267,94.3896,-0.58075,-0.00305185,149.474,72.6392
0.283283,94.2065,-0.558777,-0.00305185,149.474,72.6392
0.2833,93.9624,-0.538788,-9.31E-08,149.474,72.6392
0.283317,93.8708,-0.519257,-0.00305185,149.474,72.6392
0.283333,93.7183,-0.500488,-9.31E-08,149.474,72.6392
0.28335,93.5657,-0.483551,-9.31E-08,149.474,72.6392
0.283367,93.4436,-0.46814,-0.00152597,149.474,72.6392
0.283383,93.291,-0.452881,-0.00152597,149.474,72.6392
0.2834,93.0469,-0.439148,-0.00152597,149.474,72.6392
0.283417,92.9553,-0.427246,-0.00457773,149.474,72.6392
0.283433,92.8027,-0.417328,-0.00457773,149.474,72.6392
0.28345,92.5281,-0.407257,-0.00152597,149.474,72.6392
0.283467,92.4976,-0.399323,-0.00305185,149.474,72.6392
0.283483,92.345,-0.392761,-0.00152597,149.474,72.6392
0.2835,92.1924,-0.385742,-0.00152597,149.474,72.6392
0.283517,92.0398,-0.380554,-0.00152597,149.474,72.6392
0.283533,91.8872,-0.375519,-0.00305185,149.474,72.6392
0.28355,91.7957,-0.370789,-0.00152597,149.474,72.6392
0.283567,91.6125,-0.365906,0.00152579,149.474,72.6392
0.283583,91.4905,-0.361176,-0.00305185,149.474,72.6392
0.2836,91.3074,-0.35614,-0.00457773,149.474,72.6392
0.283617,91.0938,-0.352173,-9.31E-08,149.474,72.6392
0.283633,91.0022,-0.348663,-0.00305185,149.474,72.6392
0.28365,90.8801,-0.343933,-0.00152597,149.474,72.6392
0.283667,90.7275,-0.341034,-0.00152597,149.474,72.6392
0.283683,90.6055,-0.336609,-0.00152597,149.474,72.6392
0.2837,90.5139,-0.33371,-0.00152597,149.474,72.6392
0.283717,90.3613,-0.32959,-0.00152597,149.474,72.6392
0.283733,90.1782,-0.326538,-0.00152597,149.474,72.6392
0.28375,89.9951,-0.323639,-0.00305185,149.474,72.6392
0.283767,89.9036,-0.319061,-0.00152597,149.474,72.6392
0.283783,89.8425,-0.315552,-0.00305185,149.474,72.6392
0.2838,89.7205,-0.312195,-0.00457773,149.474,72.6392
0.283817,89.5374,-0.307465,-0.00152597,149.474,72.6392
0.283833,89.4458,-0.302124,-0.00457773,149.474,72.6392
0.28385,89.3542,-0.297394,-9.31E-08,149.474,72.6392
0.283867,89.1406,-0.292511,-0.00457773,149.474,72.6392
0.283883,89.0796,-0.287628,-0.00305185,149.474,72.6392
0.2839,88.988,-0.283661,-0.00305185,149.474,72.6392
0.283917,88.8965,-0.280304,-0.00152597,149.474,72.6392
0.283933,88.7744,-0.277252,-9.31E-08,149.474,72.6392
0.28395,88.6829,-0.275726,-0.00457773,149.474,72.6392
0.283967,88.4998,-0.273743,-0.00152597,149.474,72.6392
0.283983,88.4387,-0.271301,0.00152579,149.474,72.6392
0.284,88.3777,-0.267944,-0.00152597,149.474,72.6392
0.284017,88.1946,-0.265045,-0.00152597,149.474,72.6392
0.284033,88.1335,-0.26062,-0.00457773,149.474,72.6392
0.28405,88.0725,-0.258179,-0.00457773,149.474,72.6392
0.284067,87.9199,-0.253448,-0.00457773,149.474,72.6392
0.284083,87.8284,-0.24826,-0.00305185,149.474,72.6392
0.2841,87.7673,-0.243835,-0.00305185,149.474,72.6392
0.284117,87.6147,-0.238953,-0.00152597,149.474,72.6392
0.284133,87.4927,-0.233917,-9.31E-08,149.474,72.6392
0.28415,87.4622,-0.228882,-0.00152597,149.474,72.6392
0.284167,87.4011,-0.224152,-0.00152597,149.474,72.6392
0.284183,87.2791,-0.220947,-0.00152597,149.474,72.6392
0.2842,87.157,-0.21759,-0.00457773,149.474,72.6392
0.284217,87.0654,-0.21698,-0.00152597,149.474,72.6392
0.284233,87.0349,-0.21698,0.00152579,149.474,72.6392
0.28425,87.0044,-0.210571,-0.00152597,149.474,72.6392
0.284267,86.9434,-0.193024,-9.31E-08,149.474,72.6392
0.284283,86.8518,-0.189056,-9.31E-08,149.474,72.6392
0.2843,86.6992,-0.184784,-0.00610361,149.474,72.6392
0.284317,86.6382,-0.182495,0.00152579,149.474,72.6392
0.284333,86.6992,-0.17746,-0.00305185,149.474,72.6392
0.28435,86.5771,-0.172882,-0.00305185,149.474,72.6392
0.284367,86.4856,-0.168915,-9.31E-08,149.474,72.6392
0.284383,86.4246,-0.165405,-0.00152597,149.474,72.6392
0.2844,86.394,-0.160522,-0.00305185,149.474,72.6392
0.284417,86.272,-0.156555,-0.00305185,149.474,72.6392
0.284433,86.2109,-0.153503,-9.31E-08,149.474,72.6392
0.28445,86.2109,-0.149384,-0.00152597,149.474,72.6392
0.284467,86.1499,-0.145874,-0.00152597,149.474,72.6392
0.284483,86.0889,-0.142975,-0.00152597,149.474,72.6392
0.2845,86.0583,-0.139618,-9.31E-08,149.474,72.6392
0.284517,86.0278,-0.139008,-9.31E-08,149.474,72.6392
0.284533,85.9363,-0.13855,-9.31E-08,149.474,72.6392
0.28455,85.8752,-0.134277,-9.31E-08,149.474,72.6392
0.284567,85.8447,-0.131378,-9.31E-08,149.474,72.6392
0.284583,85.8142,-0.128479,-0.00305185,149.474,72.6392
0.2846,85.7532,-0.126038,-0.00152597,149.474,72.6392
0.284617,85.7227,-0.12207,-9.31E-08,149.474,72.6392
0.284633,85.6921,-0.119019,-0.00152597,149.474,72.6392
0.28465,85.6311,-0.115204,-0.00305185,149.474,72.6392
0.284667,85.5701,-0.111847,-9.31E-08,149.474,72.6392
0.284683,85.5701,-0.107574,-9.31E-08,149.474,72.6392
0.2847,85.5396,-0.104218,-9.31E-08,149.474,72.6392
0.284717,85.509,-0.10025,-0.00305185,149.474,72.6392
0.284733,85.448,-0.0971985,-9.31E-08,149.474,72.6392
0.28475,85.4175,-0.0927734,0.00152579,149.474,72.6392
0.284767,85.4175,-0.0895691,-0.00152597,149.474,72.6392
0.284783,85.4175,-0.0856018,-0.00152597,149.474,72.6392
0.2848,85.3564,-0.0823975,-0.00152597,149.474,72.6392
0.284817,85.3259,-0.0782776,-0.00152597,149.474,72.6392
0.284833,85.2344,-0.0752258,-9.31E-08,149.474,72.6392
0.28485,85.2039,-0.071106,-9.31E-08,149.474,72.6392
0.284867,85.2039,-0.067749,-0.00305185,149.474,72.6392
0.284883,85.1428,-0.0650024,-0.00152597,149.474,72.6392
0.2849,85.1428,-0.0605774,-0.00152597,149.474,72.6392
0.284917,85.1428,-0.0575256,-9.31E-08,149.474,72.6392
0.284933,85.1123,-0.0552368,0.00152579,149.474,72.6392
0.28495,85.0818,-0.0531006,-0.00305185,149.474,72.6392
0.284967,85.0513,-0.050354,-0.00152597,149.474,72.6392
0.284983,85.0208,-0.0479126,-0.00305185,149.474,72.6392
0.285,84.9597,-0.0457764,-0.00457773,149.474,72.6392
0.285017,84.8987,-0.0437927,-9.31E-08,149.474,72.6392
0.285033,84.9597,-0.0415039,-0.00610361,149.474,72.6392
0.28505,84.8682,-0.0395203,-0.00457773,149.474,72.6392
0.285067,84.8682,-0.0358582,-0.00305185,149.474,72.6392
0.285083,84.8376,-0.032959,-0.00152597,149.474,72.6392
0.2851,84.8376,-0.0297546,-0.00305185,149.474,72.6392
0.285117,84.8071,-0.0265503,-0.00152597,149.474,72.6392
0.285133,84.7766,-0.0212097,-0.00305185,149.474,72.6392
0.28515,84.7461,-0.0175476,-0.00152597,149.474,72.6392
0.285167,84.7156,-0.0137329,-9.31E-08,149.474,72.6392
0.285183,84.6545,-0.00900269,-0.00762949,149.474,72.6392
0.2852,84.6545,-0.00656128,-0.00457773,149.474,72.6392
0.285217,84.624,-0.00305176,-0.00457773,149.474,72.6392
0.285233,84.5935,0.000762939,-9.31E-08,149.474,72.6392
0.28525,84.5935,0.00366211,-0.00457773,149.474,72.6392
0.285267,84.5325,0.00595093,-0.00305185,149.474,72.6392
0.285283,84.502,0.00762939,-0.00305185,149.474,72.6392
0.2853,84.563,0.00778198,-0.00152597,149.474,72.6392
0.285317,84.4409,0.00778198,-0.00152597,149.474,72.6392
0.285333,84.4714,0.00793457,-0.00152597,149.474,72.6392
0.28535,84.502,0.00778198,-0.00305185,149.474,72.6392
0.285367,84.3494,0.00747681,-0.00152597,149.474,72.6392
0.285383,84.3799,0.00778198,-0.00152597,149.474,72.6392
0.2854,84.3799,0.00762939,0.00152579,149.474,72.6392
0.285417,84.3799,0.00747681,-0.00152597,149.474,72.6392
0.285433,84.2273,0.00762939,-0.00305185,149.474,72.6392
0.28545,84.3494,0.00778198,-0.00305185,149.474,72.6392
0.285467,84.2578,0.00778198,-9.31E-08,149.474,72.6392
0.285483,84.2578,0.00762939,-0.00457773,149.474,72.6392
0.2855,84.2273,0.00793457,0.00152579,149.474,72.6392
0.285517,84.2883,0.00732422,-0.00152597,149.474,72.6392
0.285533,84.1663,0.00793457,-9.31E-08,149.474,72.6392
0.28555,84.1663,0.00778198,-0.00305185,149.474,72.6392
0.285567,84.1663,0.00778198,-0.00152597,149.474,72.6392
0.285583,84.1052,0.00762939,-0.00457773,149.474,72.6392
0.2856,84.0747,0.0285339,-0.00152597,149.474,72.6392
0.285617,84.0747,0.0785828,-0.00152597,149.474,72.6392
0.285633,84.0747,0.0860596,-0.00305185,149.474,72.6392
0.28565,84.1052,0.0898743,-9.31E-08,149.474,72.6392
0.285667,84.0442,0.0932312,-0.00152597,149.474,72.6392
0.285683,84.0442,0.0978088,-0.00457773,149.474,72.6392
0.2857,84.0137,0.100861,-9.31E-08,149.474,72.6392
0.285717,84.0442,0.10498,-0.00305185,149.474,72.6392
0.285733,84.0137,0.110016,-0.00152597,149.474,72.6392
0.28575,84.0442,0.114746,-0.00305185,149.474,72.6392
0.285767,83.9526,0.119629,-9.31E-08,149.474,72.6392
0.285783,83.9832,0.124512,-0.00305185,149.474,72.6392
0.2858,83.9526,0.1297,-0.00152597,149.474,72.6392
0.285817,83.9832,0.13443,-0.00152597,149.474,72.6392
0.285833,83.9832,0.139771,-0.00457773,149.474,72.6392
0.28585,84.0137,0.14679,0.00305166,149.474,72.6392
0.285867,83.9832,0.15152,-0.00305185,149.474,72.6392
0.285883,83.9832,0.157166,-9.31E-08,149.474,72.6392
0.2859,83.9832,0.163422,-9.31E-08,149.474,72.6392
0.285917,83.9526,0.16861,-0.00305185,149.474,72.6392
0.285933,83.9526,0.174561,-0.00152597,149.474,72.6392
0.28595,83.9832,0.180664,-0.00305185,149.474,72.6392
0.285967,83.9526,0.185852,-9.31E-08,149.474,72.6392
0.285983,83.9832,0.189972,-0.00152597,149.474,72.6392
0.286,83.9832,0.193481,-0.00305185,149.474,72.6392
0.286017,83.8916,0.197754,-0.00457773,149.474,72.6392
0.286033,83.9832,0.197906,-0.00152597,149.474,72.6392
0.28605,83.9526,0.197601,-0.00305185,149.474,72.6392
0.286067,83.9221,0.197906,-0.00152597,149.474,72.6392
0.286083,83.9526,0.197754,-9.31E-08,149.474,72.6392
0.2861,84.0747,0.197754,-0.00305185,149.474,72.6392
0.286117,84.0747,0.197449,-0.00305185,149.474,72.6392
0.286133,83.9526,0.197754,-0.00457773,149.474,72.6392
0.28615,83.9526,0.197449,-0.00305185,149.474,72.6392
0.286167,84.0442,0.231781,-9.31E-08,149.474,72.6392
0.286183,84.0137,0.244598,-0.00152597,149.474,72.6392
0.2862,83.9832,0.247498,-0.00152597,149.474,72.6392
0.286217,84.0442,0.251465,-0.00457773,149.474,72.6392
0.286233,84.0137,0.254669,-0.00152597,149.474,72.6392
0.28625,84.1052,0.256042,-9.31E-08,149.474,72.6392
0.286267,84.1052,0.2565,-0.00152597,149.474,72.6392
0.286283,84.0747,0.256042,-9.31E-08,149.474,72.6392
0.2863,84.1357,0.256348,0.00152579,149.474,72.6392
0.286317,84.1357,0.2565,-0.00457773,149.474,72.6392
0.286333,84.1052,0.256348,-0.00305185,149.474,72.6392
0.28635,84.1052,0.256653,-0.00457773,149.474,72.6392
0.286367,84.1357,0.2565,-0.00305185,149.474,72.6392
0.286383,84.1357,0.256195,-0.00152597,149.474,72.6392
0.2864,84.1357,0.256348,-0.00305185,149.474,72.6392
0.286417,84.1968,0.2565,-0.00152597,149.474,72.6392
0.286433,84.1052,0.256348,-0.00305185,149.474,72.6392
0.28645,84.2883,0.256348,-0.00152597,149.474,72.6392
0.286467,84.1663,0.256348,-0.00152597,149.474,72.6392
0.286483,84.2273,0.256348,-0.00152597,149.474,72.6392
0.2865,84.2273,0.256042,-0.00152597,149.474,72.6392
0.286517,84.2273,0.256348,-0.00152597,149.474,72.6392
0.286533,84.2883,0.281525,-0.00152597,149.474,72.6392
0.28655,84.3188,0.288239,-9.31E-08,149.474,72.6392
0.286567,84.2883,0.287933,-9.31E-08,149.474,72.6392
0.286583,84.3494,0.286255,-0.00152597,149.474,72.6392
0.2866,84.2578,0.285797,-0.00152597,149.474,72.6392
0.286617,84.4409,0.283508,-0.00457773,149.474,72.6392
0.286633,84.4104,0.281067,-0.00152597,149.474,72.6392
0.28665,84.3799,0.278778,-9.31E-08,149.474,72.6392
0.286667,84.4409,0.276642,-0.00152597,149.474,72.6392
0.286683,84.4409,0.273132,-0.00305185,149.474,72.6392
0.2867,84.4714,0.270386,-0.00152597,149.474,72.6392
0.286717,84.4409,0.265808,-0.00457773,149.474,72.6392
0.286733,84.502,0.260925,-0.00305185,149.474,72.6392
0.28675,84.502,0.256042,0.00152579,149.474,72.6392
0.286767,84.502,0.250854,-0.00152597,149.474,72.6392
0.286783,84.5325,0.244141,-0.00152597,149.474,72.6392
0.2868,84.5325,0.23819,-0.00152597,149.474,72.6392
0.286817,84.563,0.231018,-0.00305185,149.474,72.6392
0.286833,84.563,0.222321,-0.00305185,149.474,72.6392
0.28685,84.5935,0.214233,-0.00305185,149.474,72.6392
0.286867,84.5935,0.208893,-9.31E-08,149.474,72.6392
0.286883,84.5935,0.199585,-0.00152597,149.474,72.6392
0.2869,84.624,0.189819,-0.00457773,149.474,72.6392
0.286917,84.7156,0.179901,-0.00305185,149.474,72.6392
0.286933,84.7156,0.170288,-0.00305185,149.474,72.6392
0.28695,84.7156,0.159302,-0.00457773,149.474,72.6392
0.286967,84.7156,0.146332,0.00152579,149.474,72.6392
0.286983,84.7156,0.133514,-0.00305185,149.474,72.6392
0.287,84.7156,0.119019,-0.00457773,149.474,72.6392
0.287017,84.7461,0.10437,-0.00457773,149.474,72.6392
0.287033,84.7461,0.0895691,-9.31E-08,149.474,72.6392
0.28705,84.8376,0.0750732,-9.31E-08,149.474,72.6392
0.287067,84.8071,0.0602722,-0.00305185,149.474,72.6392
0.287083,84.8376,0.045929,-0.00152597,149.474,72.6392
0.2871,84.8987,0.0317383,-0.00305185,149.474,72.6392
0.287117,84.8682,0.0169373,-9.31E-08,149.474,72.6392
0.287133,84.8682,0.00198364,-0.00152597,149.474,72.6392
0.28715,84.9292,-0.012207,-0.00457773,149.474,72.6392
0.287167,84.9292,-0.0270081,-0.00305185,149.474,72.6392
0.287183,84.9292,-0.0418091,-0.00305185,149.474,72.6392
0.2872,84.9902,-0.0564575,-0.00152597,149.474,72.6392
0.287217,84.9902,-0.0732422,-0.00457773,149.474,72.6392
0.287233,85.0818,-0.0881958,-0.00152597,149.474,72.6392
0.28725,85.1123,-0.102997,-0.00305185,149.474,72.6392
0.287267,85.0513,-0.117493,0.00152579,149.474,72.6392
0.287283,85.1123,-0.132141,-9.31E-08,149.474,72.6392
0.2873,85.1733,-0.14679,-0.00152597,149.474,72.6392
0.287317,85.1123,-0.161743,-0.00305185,149.474,72.6392
0.287333,85.1428,-0.175781,-0.00152597,149.474,72.6392
0.28735,85.1428,-0.190582,-0.00457773,149.474,72.6392
0.287367,85.2649,-0.203247,-0.00305185,149.474,72.6392
0.287383,85.2649,-0.205078,-0.00305185,149.474,72.6392
0.2874,85.2649,-0.204926,-9.31E-08,149.474,72.6392
0.287417,85.2954,-0.205078,-0.00152597,149.474,72.6392
0.287433,85.3259,-0.223236,-0.00305185,149.474,72.6392
0.28745,85.2954,-0.272064,-9.31E-08,149.474,72.6392
0.287467,85.3259,-0.283661,-9.31E-08,149.474,72.6392
0.287483,85.3564,-0.291138,-0.00305185,149.474,72.6392
0.2875,85.2954,-0.300598,-0.00305185,149.474,72.6392
0.287517,85.4175,-0.307007,-0.00305185,149.474,72.6392
0.287533,85.4785,-0.308685,-0.00305185,149.474,72.6392
0.28755,85.4785,-0.316925,-0.00152597,149.474,72.6392
0.287567,85.4785,-0.324097,-9.31E-08,149.474,72.6392
0.287583,85.509,-0.331726,-9.31E-08,149.474,72.6392
0.2876,85.509,-0.338898,-0.00457773,149.474,72.6392
0.287617,85.4785,-0.346069,-9.31E-08,149.474,72.6392
0.287633,85.5396,-0.352325,-0.00305185,149.474,72.6392
0.28765,85.5396,-0.358887,-0.00305185,149.474,72.6392
0.287667,85.6311,-0.365601,-0.00152597,149.474,72.6392
0.287683,85.6006,-0.371399,-0.00457773,149.474,72.6392
0.2877,85.6006,-0.375977,-0.00152597,149.474,72.6392
0.287717,85.6616,-0.380707,-0.00152597,149.474,72.6392
0.287733,85.6921,-0.385742,-0.00305185,149.474,72.6392
0.28775,85.7227,-0.388947,-0.00305185,149.474,72.6392
0.287767,85.7227,-0.391235,0.00152579,149.474,72.6392
0.287783,85.8142,-0.393677,-0.00152597,149.474,72.6392
0.2878,85.8447,-0.395508,-0.00152597,149.474,72.6392
0.287817,85.8447,-0.397339,-0.00152597,149.474,72.6392
0.287833,85.9363,-0.397949,-0.00152597,149.474,72.6392
0.28785,85.9973,-0.399475,-0.00152597,149.474,72.6392
0.287867,85.9668,-0.400085,-0.00152597,149.474,72.6392
0.287883,86.0278,-0.400238,-0.00457773,149.474,72.6392
0.2879,86.0583,-0.400085,-9.31E-08,149.474,72.6392
0.287917,86.1804,-0.400391,-0.00152597,149.474,72.6392
0.287933,86.2109,-0.400238,-9.31E-08,149.474,72.6392
0.28795,86.333,-0.398407,-0.00152597,149.474,72.6392
0.287967,86.4246,-0.397949,-0.00457773,149.474,72.6392
0.287983,86.4551,-0.395813,-9.31E-08,149.474,72.6392
0.288,86.6077,-0.393829,-9.31E-08,149.474,72.6392
0.288017,86.7297,-0.392303,0.00152579,149.474,72.6392
0.288033,86.8213,-0.39032,-0.00610361,149.474,72.6392
0.28805,86.9739,-0.390625,-0.00152597,149.474,72.6392
0.288067,87.157,-0.390625,-0.00152597,149.474,72.6392
0.288083,87.2485,-0.390778,-0.00152597,149.474,72.6392
0.2881,87.4316,-0.390472,-0.00152597,149.474,72.6392
0.288117,87.5537,-0.39093,-0.00152597,149.474,72.6392
0.288133,87.7979,-0.390778,-0.00305185,149.474,72.6392
0.28815,87.9199,-0.390778,-0.00457773,149.474,72.6392
0.288167,88.103,-0.381165,-0.00305185,149.474,72.6392
0.288183,88.3167,-0.358887,-0.00305185,149.474,72.6392
0.2882,88.4998,-0.355682,-0.00610361,149.474,72.6392
0.288217,88.8049,-0.352936,-9.31E-08,149.474,72.6392
0.288233,88.988,-0.351257,-0.00305185,149.474,72.6392
0.28825,89.1101,-0.348511,-0.00152597,149.474,72.6392
0.288267,89.2932,-0.345612,-0.00457773,149.474,72.6392
0.288283,89.5068,-0.344391,-0.00305185,149.474,72.6392
0.2883,89.7815,-0.342102,-0.00305185,149.474,72.6392
0.288317,89.9951,-0.339813,-0.00152597,149.474,72.6392
