min,CH5,CH14,CH15,CH40,CH42
0.00256667,96.9836,0.0636292,-0.00152597,0,0
0.00258333,96.8311,0.0846863,-0.00305185,0,0
0.0026,96.6785,0.110168,-0.00457773,0,0
0.00261667,96.5259,0.140991,-0.00152597,0,0
0.00263333,96.3123,0.176392,-0.00305185,0,0
0.00265,96.2207,0.21698,-0.00610361,0,0
0.00266667,96.0071,0.264282,-0.00305185,0,0
0.00268333,95.824,0.317383,-0.00457773,0,0
0.0027,95.7324,0.376434,-0.00457773,0,0
0.00271667,95.4883,0.442657,-9.31E-08,0,0
0.00273333,95.3662,0.516968,-0.00152597,0,0
0.00275,95.1526,0.598907,0.00152579,0,0
0.00276667,95.0305,0.687103,-0.00305185,0,0
0.00278333,94.8779,0.781097,0.00152579,0,0
0.0028,94.7559,0.878906,-0.00152597,0,0
0.00281667,94.6338,0.980072,-0.00305185,0,0
0.00283333,94.4202,1.08398,-0.00457773,0,0
0.00285,94.2371,1.194,-0.00152597,0,0
0.00286667,94.1455,1.30508,-0.00610361,0,0
0.00288333,93.9624,1.41983,-0.00457773,0,0
0.0029,93.7793,1.53625,-0.00152597,0,0
0.00291667,93.7488,1.64978,-0.00305185,0,0
0.00293333,93.6267,1.76178,-0.00457773,0,0
0.00295,93.4131,1.8692,-0.00610361,0,0
0.00296667,93.3521,1.96899,-0.00457773,0,0
0.00298333,93.23,2.05887,-0.00610361,0,0
0.003,93.0774,2.13531,-0.00305185,0,0
0.00301667,92.8638,2.19925,-0.00152597,0,0
0.00303333,92.7722,2.24548,-0.00305185,0,0
0.00305,92.6807,2.27264,-0.00610361,0,0
0.00306667,92.5586,2.27936,-0.00457773,0,0
0.00308333,92.4365,2.26318,-0.00457773,0,0
0.0031,92.2534,2.22244,-0.00457773,0,0
0.00311667,92.1924,2.15515,-0.00305185,0,0
0.00313333,92.0093,2.06299,-0.00152597,0,0
0.00315,91.9788,1.94611,-0.00305185,0,0
0.00316667,91.7957,1.80908,-9.31E-08,0,0
0.00318333,91.7041,1.65405,-0.00305185,0,0
0.0032,91.6125,1.48026,-0.00305185,0,0
0.00321667,91.4905,1.29028,-0.00152597,0,0
0.00323333,91.3379,1.0881,-0.00152597,0,0
0.00325,91.2769,0.877838,-9.31E-08,0,0
0.00326667,91.1853,0.664825,-0.00457773,0,0
0.00328333,91.0938,0.453949,-0.00457773,0,0
0.0033,90.9106,0.254364,-0.00152597,0,0
0.00331667,90.8801,0.0679016,-0.00305185,0,0
0.00333333,90.8191,-0.098877,-0.00305185,0,0
0.00335,90.697,-0.245819,-0.00305185,0,0
0.00336667,90.6665,-0.374908,-0.00152597,0,0
0.00338333,90.4224,-0.48233,-0.00152597,0,0
0.0034,90.3918,-0.57251,-0.00305185,0,0
0.00341667,90.3918,-0.644226,0.00152579,0,0
0.00343333,90.1782,-0.701599,-0.00305185,0,0
0.00345,90.1477,-0.743866,-0.00152597,0,0
0.00346667,90.0867,-0.773163,0.00152579,0,0
0.00348333,89.9646,-0.792389,-0.00152597,0,0
0.0035,89.9036,-0.800171,-9.31E-08,0,0
0.00351667,89.8425,-0.797119,-0.00305185,0,0
0.00353333,89.812,-0.789642,-0.00152597,0,0
0.00355,89.7205,-0.775146,-9.31E-08,0,0
0.00356667,89.5984,-0.756836,-0.00457773,0,0
0.00358333,89.5679,-0.737305,-9.31E-08,0,0
0.0036,89.4763,-0.721283,-0.00152597,0,0
0.00361667,89.4458,-0.720367,-9.31E-08,0,0
0.00363333,89.2932,-0.720215,-0.00305185,0,0
0.00365,89.2627,-0.720825,-0.00152597,0,0
0.00366667,89.1101,-0.646362,-0.00152597,0,0
0.00368333,89.1101,-0.578918,-0.00152597,0,0
0.0037,89.0186,-0.556335,-9.31E-08,0,0
0.00371667,88.8965,-0.536499,-0.00305185,0,0
0.00373333,88.866,-0.51712,-9.31E-08,0,0
0.00375,88.8049,-0.499268,-0.00305185,0,0
0.00376667,88.7439,-0.48233,-0.00305185,0,0
0.00378333,88.6523,-0.467224,-0.00305185,0,0
0.0038,88.5913,-0.452728,-0.00610361,0,0
0.00381667,88.5303,-0.439758,-0.00152597,0,0
0.00383333,88.4692,-0.432129,-9.31E-08,0,0
0.00385,88.4387,-0.427704,-0.00457773,0,0
0.00386667,88.3777,-0.418854,-9.31E-08,0,0
0.00388333,88.2861,-0.410156,-0.00152597,0,0
0.0039,88.2556,-0.402527,-0.00457773,0,0
0.00391667,88.1946,-0.396881,-0.00152597,0,0
0.00393333,88.103,-0.390167,-0.00152597,0,0
0.00395,88.0115,-0.384521,-0.00152597,0,0
0.00396667,87.981,-0.379639,-9.31E-08,0,0
0.00398333,87.981,-0.374603,-0.00457773,0,0
0.004,87.8894,-0.36972,-9.31E-08,0,0
0.00401667,87.8284,-0.366669,-0.00457773,0,0
0.00403333,87.7673,-0.366211,-9.31E-08,0,0
0.00405,87.6758,-0.365906,-0.00152597,0,0
0.00406667,87.7063,-0.366211,0.00152579,0,0
0.00408333,87.6453,-0.357361,-0.00152597,0,0
0.0041,87.6453,-0.350037,-9.31E-08,0,0
0.00411667,87.4927,-0.347748,-0.00152597,0,0
0.00413333,87.4927,-0.345306,-9.31E-08,0,0
0.00415,87.4927,-0.342712,-0.00152597,0,0
0.00416667,87.4622,-0.339813,-0.00457773,0,0
0.00418333,87.3401,-0.339203,-0.00152597,0,0
0.0042,87.2791,-0.339203,-0.00305185,0,0
0.00421667,87.2791,-0.335541,-0.00305185,0,0
0.00423333,87.1875,-0.330963,-0.00152597,0,0
0.00425,87.1265,-0.325775,-0.00152597,0,0
0.00426667,87.0959,-0.320892,-9.31E-08,0,0
0.00428333,86.9739,-0.31601,-0.00152597,0,0
0.0043,87.0349,-0.313263,-0.00152597,0,0
0.00431667,86.9434,-0.30899,-0.00457773,0,0
0.00433333,86.9434,-0.304108,-0.00305185,0,0
0.00435,86.9739,-0.30014,-0.00152597,0,0
0.00436667,86.8823,-0.296631,-0.00305185,0,0
0.00438333,86.7908,-0.293274,-0.00152597,0,0
0.0044,86.8213,-0.289154,-0.00457773,0,0
0.00441667,86.6687,-0.284424,-0.00152597,0,0
0.00443333,86.7297,-0.28183,-0.00305185,0,0
0.00445,86.6077,-0.2771,0.00152579,0,0
0.00446667,86.6687,-0.2742,-0.00305185,0,0
0.00448333,86.6077,-0.269928,-0.00305185,0,0
0.0045,86.5466,-0.267029,-0.00457773,0,0
0.00451667,86.5161,-0.263824,-0.00305185,0,0
0.00453333,86.4856,-0.259705,-9.31E-08,0,0
0.00455,86.4856,-0.256042,-0.00457773,0,0
0.00456667,86.4246,-0.252228,-0.00305185,0,0
0.00458333,86.4246,-0.249023,-0.00152597,0,0
0.0046,86.3635,-0.245209,-0.00305185,0,0
0.00461667,86.272,-0.240173,-0.00152597,0,0
0.00463333,86.3025,-0.235291,-0.00305185,0,0
0.00465,86.272,-0.231934,-0.00457773,0,0
0.00466667,86.272,-0.228119,-0.00457773,0,0
0.00468333,86.2415,-0.222626,-0.00152597,0,0
0.0047,86.1804,-0.220337,-0.00152597,0,0
0.00471667,86.1804,-0.216827,-0.00305185,0,0
0.00473333,86.1194,-0.214844,-9.31E-08,0,0
0.00475,86.0278,-0.212097,-0.00152597,0,0
0.00476667,86.0889,-0.209808,-0.00305185,0,0
0.00478333,85.9973,-0.20752,-0.00152597,0,0
0.0048,86.0278,-0.205231,-0.00305185,0,0
0.00481667,86.0889,-0.202484,-0.00305185,0,0
0.00483333,85.9668,-0.198517,-0.00152597,0,0
0.00485,85.9058,-0.193939,-0.00305185,0,0
0.00486667,85.9668,-0.191345,-0.00305185,0,0
0.00488333,85.9058,-0.184326,-0.00152597,0,0
0.0049,85.9058,-0.179291,0.00152579,0,0
0.00491667,85.9058,-0.174255,-0.00152597,0,0
0.00493333,85.8142,-0.169373,-0.00457773,0,0
0.00495,85.8447,-0.16449,-9.31E-08,0,0
0.00496667,85.9363,-0.15976,-0.00152597,0,0
0.00498333,85.8447,-0.155029,-0.00152597,0,0
0.005,85.8752,-0.149994,-0.00305185,0,0
0.00501667,85.8447,-0.144806,-9.31E-08,0,0
0.00503333,85.7227,-0.141449,-0.00152597,0,0
0.00505,85.7837,-0.137634,-0.00152597,0,0
0.00506667,85.7532,-0.134277,-9.31E-08,0,0
0.00508333,85.7227,-0.130157,-9.31E-08,0,0
0.0051,85.8142,-0.127716,-0.00457773,0,0
0.00511667,85.6921,-0.125275,-9.31E-08,0,0
0.00513333,85.7227,-0.121918,-0.00305185,0,0
0.00515,85.8142,-0.119476,-0.00457773,0,0
0.00516667,85.7227,-0.115662,-0.00152597,0,0
0.00518333,85.7227,-0.112152,-0.00457773,0,0
0.0052,85.7227,-0.108185,-9.31E-08,0,0
0.00521667,85.7227,-0.104675,-9.31E-08,0,0
0.00523333,85.6616,-0.101013,0.00152579,0,0
0.00525,85.6921,-0.0976562,-9.31E-08,0,0
0.00526667,85.6616,-0.0938416,-0.00305185,0,0
0.00528333,85.6616,-0.0914001,-0.00305185,0,0
0.0053,85.7227,-0.0865173,-9.31E-08,0,0
0.00531667,85.6921,-0.0836182,-0.00305185,0,0
0.00533333,85.6921,-0.0802612,-0.00305185,0,0
0.00535,85.7227,-0.0767517,-0.00152597,0,0
0.00536667,85.6616,-0.0737,-0.00457773,0,0
0.00538333,85.6921,-0.0706482,-9.31E-08,0,0
0.0054,85.7227,-0.0682068,0.00152579,0,0
0.00541667,85.7532,-0.0657654,-0.00152597,0,0
0.00543333,85.6921,-0.0628662,0.00152579,0,0
0.00545,85.8142,-0.0611877,-0.00152597,0,0
0.00546667,85.7532,-0.0592041,-0.00457773,0,0
0.00548333,85.7837,-0.0570679,-0.00457773,0,0
0.0055,85.7227,-0.0543213,-0.00152597,0,0
0.00551667,85.7837,-0.0518799,-0.00152597,0,0
0.00553333,85.7837,-0.0486755,-0.00305185,0,0
0.00555,85.7837,-0.0447083,-9.31E-08,0,0
0.00556667,85.8142,-0.0410461,-0.00305185,0,0
0.00558333,85.8752,-0.0376892,-9.31E-08,0,0
0.0056,85.9058,-0.0350952,-0.00457773,0,0
0.00561667,85.9363,-0.0325012,-0.00305185,0,0
0.00563333,85.8447,-0.0314331,-0.00610361,0,0
0.00565,85.8447,-0.0294495,-9.31E-08,0,0
0.00566667,85.8447,-0.0265503,-0.00152597,0,0
0.00568333,85.9058,-0.0230408,-0.00152597,0,0
0.0057,85.9363,-0.0201416,0.00152579,0,0
0.00571667,85.9058,-0.015564,-9.31E-08,0,0
0.00573333,85.9668,-0.0105286,-0.00305185,0,0
0.00575,85.9363,-0.00549316,-0.00457773,0,0
0.00576667,85.9668,-0.000915527,-0.00305185,0,0
0.00578333,85.9973,0.00396729,-0.00457773,0,0
0.0058,86.0583,0.00762939,-9.31E-08,0,0
0.00581667,86.0583,0.0115967,-0.00152597,0,0
0.00583333,86.0278,0.0163269,-0.00152597,0,0
0.00585,86.0278,0.0210571,-0.00152597,0,0
0.00586667,86.0278,0.0257874,-9.31E-08,0,0
0.00588333,86.0583,0.0308228,-9.31E-08,0,0
0.0059,86.0583,0.0358582,-0.00305185,0,0
0.00591667,86.1194,0.0402832,-9.31E-08,0,0
0.00593333,86.1499,0.0436401,-0.00305185,0,0
0.00595,86.2109,0.0476074,0.00152579,0,0
0.00596667,86.2415,0.0526428,-0.00305185,0,0
0.00598333,86.3025,0.0550842,-0.00305185,0,0
0.006,86.3025,0.0582886,-0.00305185,0,0
0.00601667,86.333,0.062561,-0.00457773,0,0
0.00603333,86.333,0.0656128,-0.00457773,0,0
0.00605,86.333,0.0694275,-0.00152597,0,0
0.00606667,86.333,0.0726318,-9.31E-08,0,0
0.00608333,86.394,0.0769043,-0.00457773,0,0
0.0061,86.4551,0.0796509,-0.00305185,0,0
0.00611667,86.4856,0.0843811,-9.31E-08,0,0
0.00613333,86.5466,0.0892639,-9.31E-08,0,0
0.00615,86.5161,0.0941467,-0.00457773,0,0
0.00616667,86.6077,0.098877,0.00152579,0,0
0.00618333,86.6382,0.10376,-0.00305185,0,0
0.0062,86.6382,0.10849,-0.00152597,0,0
0.00621667,86.6992,0.113525,0.00152579,0,0
0.00623333,86.7908,0.118408,-0.00305185,0,0
0.00625,86.7297,0.123138,-0.00152597,0,0
0.00626667,86.7603,0.128174,-0.00457773,0,0
0.00628333,86.7908,0.133209,-0.00152597,0,0
0.0063,86.8213,0.137482,-0.00152597,0,0
0.00631667,86.8518,0.14267,-0.00457773,0,0
0.00633333,86.9128,0.147705,-0.00152597,0,0
0.00635,86.9128,0.15274,-9.31E-08,0,0
0.00636667,86.8518,0.157623,-0.00152597,0,0
0.00638333,86.9739,0.162811,-9.31E-08,0,0
0.0064,87.0044,0.169525,-9.31E-08,0,0
0.00641667,87.0044,0.174713,-0.00152597,0,0
0.00643333,87.0044,0.179443,-0.00457773,0,0
0.00645,87.0349,0.184326,-0.00305185,0,0
0.00646667,87.0044,0.190582,-0.00305185,0,0
0.00648333,87.0349,0.196381,0.00152579,0,0
0.0065,87.0959,0.202789,-9.31E-08,0,0
0.00651667,87.0959,0.208588,-0.00152597,0,0
0.00653333,87.0654,0.213623,-0.00457773,0,0
0.00655,87.1265,0.218506,-0.00305185,0,0
0.00656667,87.0959,0.223236,-0.00152597,0,0
0.00658333,87.157,0.228424,-0.00152597,0,0
0.0066,87.0959,0.233154,-0.00152597,0,0
0.00661667,87.0959,0.23819,-0.00152597,0,0
0.00663333,87.0959,0.243073,-0.00152597,0,0
0.00665,87.157,0.248413,-0.00152597,0,0
0.00666667,87.157,0.252686,-0.00152597,0,0
0.00668333,87.1875,0.257263,-0.00152597,0,0
0.0067,87.157,0.262451,-9.31E-08,0,0
0.00671667,87.218,0.264893,0.00152579,0,0
0.00673333,87.1875,0.269775,-9.31E-08,0,0
0.00675,87.1875,0.274811,0.00152579,0,0
0.00676667,87.2485,0.277252,-9.31E-08,0,0
0.00678333,87.218,0.280609,0.00152579,0,0
0.0068,87.3096,0.282593,0.00152579,0,0
0.00681667,87.218,0.284576,-0.00305185,0,0
0.00683333,87.1875,0.285492,0.00152579,0,0
0.00685,87.2485,0.285645,-0.00152597,0,0
0.00686667,87.3096,0.285645,-9.31E-08,0,0
0.00688333,87.2791,0.285797,-0.00152597,0,0
0.0069,87.2791,0.28595,0.00152579,0,0
0.00691667,87.2791,0.285492,-0.00305185,0,0
0.00693333,87.3401,0.284271,-0.00305185,0,0
0.00695,87.3096,0.283051,-0.00152597,0,0
0.00696667,87.2791,0.283508,-0.00152597,0,0
0.00698333,87.3401,0.283203,-0.00152597,0,0
0.007,87.3401,0.281067,-9.31E-08,0,0
0.00701667,87.4011,0.279541,-0.00152597,0,0
0.00703333,87.3706,0.278473,-0.00457773,0,0
0.00705,87.4011,0.276337,-0.00152597,0,0
0.00706667,87.4011,0.273895,-0.00152597,0,0
0.00708333,87.4011,0.271759,-9.31E-08,0,0
0.0071,87.4316,0.269623,-0.00457773,0,0
0.00711667,87.4622,0.266876,-0.00305185,0,0
0.00713333,87.4622,0.264587,-9.31E-08,0,0
0.00715,87.4316,0.259552,-0.00152597,0,0
0.00716667,87.4622,0.257416,-0.00152597,0,0
0.00718333,87.4622,0.252533,-0.00457773,0,0
0.0072,87.5232,0.246277,-0.00610361,0,0
0.00721667,87.5537,0.240479,-0.00305185,0,0
0.00723333,87.5232,0.23407,-0.00305185,0,0
0.00725,87.5537,0.227051,-0.00305185,0,0
0.00726667,87.5842,0.219269,-0.00152597,0,0
0.00728333,87.5537,0.211945,-9.31E-08,0,0
0.0073,87.5537,0.202332,-9.31E-08,0,0
0.00731667,87.5842,0.192566,-0.00152597,0,0
0.00733333,87.6453,0.181122,-9.31E-08,0,0
0.00735,87.5842,0.169067,-0.00152597,0,0
0.00736667,87.6453,0.15686,-9.31E-08,0,0
0.00738333,87.7063,0.14267,-0.00152597,0,0
0.0074,87.7368,0.127869,-0.00152597,0,0
0.00741667,87.6758,0.11322,-9.31E-08,0,0
0.00743333,87.6453,0.0982666,0.00152579,0,0
0.00745,87.7368,0.0817871,-0.00457773,0,0
0.00746667,87.7673,0.0648499,-9.31E-08,0,0
0.00748333,87.6758,0.0474548,-9.31E-08,0,0
0.0075,87.7979,0.0292969,-0.00305185,0,0
0.00751667,87.7063,0.0119019,-0.00305185,0,0
0.00753333,87.7979,-0.00137329,-0.00152597,0,0
0.00755,87.7673,-0.00183105,-9.31E-08,0,0
0.00756667,87.8284,-0.00396729,-0.00152597,0,0
0.00758333,87.7979,-0.0953674,-9.31E-08,0,0
0.0076,87.8284,-0.120392,-0.00457773,0,0
0.00761667,87.7979,-0.136719,-0.00305185,0,0
0.00763333,87.8284,-0.152435,-0.00305185,0,0
0.00765,87.8284,-0.169373,-0.00152597,0,0
0.00766667,87.7979,-0.178986,-9.31E-08,0,0
0.00768333,87.8589,-0.195465,-9.31E-08,0,0
0.0077,87.8284,-0.212555,-0.00152597,0,0
0.00771667,87.8284,-0.229797,-9.31E-08,0,0
0.00773333,87.8284,-0.245209,-0.00457773,0,0
0.00775,87.8589,-0.262451,-9.31E-08,0,0
0.00776667,87.8284,-0.275879,-9.31E-08,0,0
0.00778333,87.8589,-0.289612,-0.00152597,0,0
0.0078,87.8284,-0.302582,-9.31E-08,0,0
0.00781667,87.7673,-0.314636,-0.00305185,0,0
0.00783333,87.8284,-0.326233,-9.31E-08,0,0
0.00785,87.7979,-0.338287,-0.00152597,0,0
0.00786667,87.8284,-0.349426,0.00152579,0,0
0.00788333,87.7673,-0.361328,-0.00305185,0,0
0.0079,87.7979,-0.371552,-0.00457773,0,0
0.00791667,87.7673,-0.383301,-0.00152597,0,0
0.00793333,87.6758,-0.393524,-0.00152597,0,0
0.00795,87.7063,-0.403137,-0.00305185,0,0
0.00796667,87.6453,-0.412903,-0.00305185,0,0
0.00798333,87.6147,-0.422821,0.00152579,0,0
0.008,87.6147,-0.430908,0.00152579,0,0
0.00801667,87.5537,-0.439758,-9.31E-08,0,0
0.00803333,87.6147,-0.447083,-0.00305185,0,0
0.00805,87.5842,-0.454559,-0.00152597,0,0
0.00806667,87.5842,-0.460358,-0.00457773,0,0
0.00808333,87.4622,-0.465088,0.00152579,0,0
0.0081,87.4927,-0.467834,-0.00152597,0,0
0.00811667,87.5232,-0.471191,-0.00457773,0,0
0.00813333,87.4316,-0.473938,-0.00305185,0,0
0.00815,87.4011,-0.477448,-0.00305185,0,0
0.00816667,87.4622,-0.478516,-0.00152597,0,0
0.00818333,87.3706,-0.47821,-9.31E-08,0,0
0.0082,87.3401,-0.480042,-0.00457773,0,0
0.00821667,87.3401,-0.48233,-0.00152597,0,0
0.00823333,87.3706,-0.485687,-0.00457773,0,0
0.00825,87.2485,-0.487976,-0.00457773,0,0
0.00826667,87.218,-0.490723,-0.00457773,0,0
0.00828333,87.157,-0.493469,-0.00152597,0,0
0.0083,87.1875,-0.494843,-0.00152597,0,0
0.00831667,87.1265,-0.495758,-0.00457773,0,0
0.00833333,87.1265,-0.496979,-0.00152597,0,0
0.00835,87.0349,-0.498047,-0.00152597,0,0
0.00836667,87.0959,-0.498505,-9.31E-08,0,0
0.00838333,87.0044,-0.498505,-0.00152597,0,0
0.0084,87.0349,-0.497894,-0.00305185,0,0
0.00841667,87.0044,-0.496674,-0.00305185,0,0
0.00843333,87.0349,-0.494385,0.00152579,0,0
